App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,Current Ver,Android Ver
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24.0,5000000.0,Free,0.0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,,1000000.0,Free,0.0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1,1000000.0,Free,0.0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46.0,5000000.0,Free,0.0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19.0,5000000.0,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,,1000000.0,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,,1000000.0,Free,0.0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,,1000000.0,Free,0.0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,,10000000.0,Free,0.0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,,100000000.0,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,,5000000.0,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
Airbnb,TRAVEL_AND_LOCAL,4.4,359560,,10000000.0,Free,0.0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12.0,5000000.0,Free,0.0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,,10000000.0,Free,0.0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,100000.0,Free,0.0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,,1000000.0,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1,10000000.0,Free,0.0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5,1000000.0,Free,0.0,Everyone,Travel & Local,"July 14, 2015",8,4.0 and up
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22.0,500000.0,Free,0.0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up
Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,,1000000000.0,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device
Google,TOOLS,4.4,8033493,,1000000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
Google Translate,TOOLS,4.4,5745093,,500000000.0,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device
Device Help,TOOLS,4.2,28860,,100000000.0,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device
Account Manager,TOOLS,4.1,76604,,100000000.0,Free,0.0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device
File Manager,TOOLS,4.6,739329,,50000000.0,Free,0.0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5,10000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up
ASUS Sound Recorder,TOOLS,4.5,34126,,10000000.0,Free,0.0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,10000000.0,Free,0.0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6,10000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up
HTC Lock Screen,TOOLS,4.1,28250,,10000000.0,Free,0.0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device
Gboard - the Google Keyboard,TOOLS,4.2,1859115,,500000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,10000000.0,Free,0.0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up
HTC Sense Input,TOOLS,3.4,17030,,10000000.0,Free,0.0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device
App vault,TOOLS,3.4,25094,,10000000.0,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device
DuraSpeed,TOOLS,3.8,5431,1.3,10000000.0,Free,0.0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up
HTC Sense Input-AR,TOOLS,3.8,1420,2.7,100000.0,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up
Digital Alarm Clock,TOOLS,4.2,118439,16.0,10000000.0,Free,0.0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up
Alarm Clock Free,TOOLS,4.0,59973,11.0,10000000.0,Free,0.0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up
Alarm Clock,TOOLS,4.3,114788,,5000000.0,Free,0.0,Everyone,Tools,"January 22, 2018",Varies with device,Varies with device
High-Powered Flashlight,TOOLS,4.5,429580,,10000000.0,Free,0.0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device
Flashlight & LED Torch,TOOLS,4.3,111507,,10000000.0,Free,0.0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device
Color Flashlight,TOOLS,4.2,472904,,50000000.0,Free,0.0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8,5000000.0,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up
Flashlight HD LED,TOOLS,4.3,618918,,50000000.0,Free,0.0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5,10000000.0,Free,0.0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up
Brightest LED Flashlight,TOOLS,4.5,60571,,5000000.0,Free,0.0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000.0,Free,0.0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up
Fraction Calculator Plus Free,TOOLS,4.5,148506,11.0,5000000.0,Free,0.0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device
Calculator Plus Free,TOOLS,4.6,679912,,10000000.0,Free,0.0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11.0,5000000.0,Free,0.0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up
Calculator with Percent (Free),TOOLS,4.8,48211,7.4,1000000.0,Free,0.0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up
Graphing Calculator,TOOLS,3.9,12388,5.3,1000000.0,Free,0.0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3,10000000.0,Free,0.0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up
Age Calculator,TOOLS,4.4,24265,3.3,1000000.0,Free,0.0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up
EzCalculator,TOOLS,4.1,1657,2.0,100000.0,Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up
Hideman VPN,TOOLS,4.1,88675,9.6,5000000.0,Free,0.0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up
Fast Secure VPN,TOOLS,4.3,56848,9.6,1000000.0,Free,0.0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10.0,1000000.0,Free,0.0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2,50000000.0,Free,0.0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9,1000000.0,Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198,,100000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
Google Handwriting Input,TOOLS,4.3,94427,,10000000.0,Free,0.0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device
CM Locker - Security Lockscreen,TOOLS,4.6,3090727,,100000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
AppLock - Fingerprint,TOOLS,4.4,745245,3.5,10000000.0,Free,0.0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21.0,100000.0,Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up
Evie Launcher,PERSONALIZATION,4.7,139258,,5000000.0,Free,0.0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up
Golden Launcher,PERSONALIZATION,4.4,32794,12.0,5000000.0,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17.0,100000000.0,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,500000.0,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23.0,1000000.0,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14.0,1000000.0,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12.0,10000000.0,Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0,10000000.0,Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14.0,100000000.0,Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38.0,1000000.0,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000.0,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000.0,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000.0,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,500000.0,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000.0,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14.0,1000000.0,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up
HD Widgets,PERSONALIZATION,4.3,58617,26.0,1000000.0,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up
DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000.0,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000.0,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000.0,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,5000000.0,Free,0.0,Everyone,Personalization,"November 20, 2017",11,4.0.3 and up
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000.0,Free,0.0,Everyone,Personalization,"October 27, 2017",4,4.1 and up
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.853,10000000.0,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000.0,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185,,100000000.0,Free,0.0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000.0,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000.0,Free,0.0,Everyone,Personalization,"May 22, 2018",18,4.1 and up
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13.0,10000000.0,Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up
BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000.0,Paid,9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,,100000000.0,Free,0.0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,,10000000.0,Free,0.0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,,10000000.0,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24.0,10000000.0,Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up
Chrome Beta,PRODUCTIVITY,4.4,228794,,10000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device
Calculator - unit converter,PRODUCTIVITY,4.7,287250,,50000000.0,Free,0.0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device
Google Keep,PRODUCTIVITY,4.4,691474,,100000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3,5000000.0,Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up
ASUS SuperNote,PRODUCTIVITY,4.5,26559,,10000000.0,Free,0.0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device
HTC File Manager,PRODUCTIVITY,4.2,13500,,10000000.0,Free,0.0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device
Dropbox,PRODUCTIVITY,4.4,1861310,61.0,500000000.0,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000.0,Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0
HTC Calendar,PRODUCTIVITY,3.9,6949,,10000000.0,Free,0.0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,,10000000.0,Free,0.0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device
Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000.0,Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up
HTC Mail,PRODUCTIVITY,3.1,6572,,10000000.0,Free,0.0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000.0,Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,,50000000.0,Free,0.0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000.0,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000.0,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000.0,Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,,1000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000.0,Free,0.0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up
File Explorer,PRODUCTIVITY,4.1,979,0.72,100000.0,Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,,10000000.0,Free,0.0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,,100000000.0,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device
Google PDF Viewer,PRODUCTIVITY,4.2,226456,,10000000.0,Free,0.0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device
Google Slides,PRODUCTIVITY,4.2,244567,,100000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397,,100000000.0,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,,10000000.0,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7,1000000.0,Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000.0,Free,0.0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,,5000000.0,Free,0.0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device
Business Calendar 2,PRODUCTIVITY,4.6,102594,15.0,5000000.0,Free,0.0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up
G Cloud Backup,PRODUCTIVITY,4.6,267189,,5000000.0,Free,0.0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000.0,Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up
Baby Panda Learns Shapes,PARENTING,4.0,3789,42.0,1000000.0,Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,,1000000.0,Free,0.0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,,500000.0,Free,0.0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up
Baby Name Together,PARENTING,4.0,464,24.0,100000.0,Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24.0,500000.0,Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up
Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,1000000.0,Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up
Baby Monitor,PARENTING,4.4,5343,5.2,1000000.0,Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up
Daniel Tiger for Parents,PARENTING,4.7,247,28.0,100000.0,Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,,50000000.0,Free,0.0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device
Free live weather on screen,WEATHER,4.4,15370,21.0,1000000.0,Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000.0,Free,0.0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,,50000000.0,Free,0.0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device
HTC Weather,WEATHER,3.9,22154,,10000000.0,Free,0.0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up
ForecaWeather,WEATHER,4.2,18425,5.3,1000000.0,Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000.0,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000.0,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000.0,Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1,4.0.3 and up
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000.0,Free,0.0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,,5000000.0,Free,0.0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,,5000000.0,Free,0.0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device
HTC Gallery,VIDEO_PLAYERS,4.1,45744,,10000000.0,Free,0.0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up
BluTV,VIDEO_PLAYERS,3.9,28835,,1000000.0,Free,0.0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000.0,Free,0.0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,,50000000.0,Free,0.0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000.0,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000.0,Free,0.0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000.0,Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,,1000000.0,Free,0.0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000.0,Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up
Fast News,NEWS_AND_MAGAZINES,4.4,84957,,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up
Digg,NEWS_AND_MAGAZINES,3.9,6105,,100000.0,Free,0.0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device
BBC News,NEWS_AND_MAGAZINES,4.3,296781,,10000000.0,Free,0.0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000.0,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,,10000000.0,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,,100000.0,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,,5000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,,1000000.0,Free,0.0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,,500000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000.0,Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up
